id,title,link,content,gold_label
141,کوہلی 10 سال قبل دورہ آسٹریلیا پر کِس گرل فرینڈ کو لیکر گئے تھے؟,https://www.express.pk/story/2735117/which-girlfriend-did-kohli-take-with-him-on-the-tour-of-australia-10-years-ago-2735117/,سابق بھارتی کپتان روی شاستری نے اسٹار بھارتی کرکٹر ویرات کوہلی کے دورہ آسٹریلیا اور انکی اہلیہ اداکارہ انوشکا شرما سے متعلق دلچسپ واقعہ سنادیا۔ میڈیا سے گفتگو کرتے ہوئے سابق ہیڈکوچ روی شاستری نے ویرات کوہلی سے متعلق تقریباً 10 سال پرانا قصہ سنایا۔ انہوں نے کہا کہ 'سال 2015 میں جب میں بھارتی ٹیم کا کوچ تھا اس وقت انوشکا اور ویرات ایک دوسرے کو ڈیٹ کررہے تھے، وہ میرے پاس آئے اور پوچھا کہ کیا ٹور پر صرف بیویوں کو ساتھ لیکر جاسکتے ہیں؟ کیا گرل فرینڈ ساتھ جاسکتی ہے؟'۔ اس پر روی شاستری کا کہنا تھا کہ 'میں نے اجازت دی تو کوہلی نے کہا کہ بورڈ اجازت نہیں دے رہا، جس پر میں نے فون کیا اور اجازت مل گئی، پھر اس ٹور میں انوشکا ہمارے ساتھ تھی'۔ مزید پڑھیں:پرتھ ٹیسٹ بمرا کا سامنا نہ کرنے پر عثمان خواجہ تنقید کی زد میں انہوں نے کہا 'آسٹریلیا کے خلاف پہلے ٹیسٹ میں ہی کوہلی نے 160 رنز اسکور کردیے جس کے بعد وہی ہوا، اسٹینڈ میں بیٹھی انوشکا کو ویرات نے فلائنگ کِس دی جو کہ اب اکثر میچز میں ہوتا ہے'۔ مزید پڑھیں:ویرات کوہلی نے سچن ٹنڈولکر اور ڈان بریڈ مین کے ریکارڈ توڑ کر تاریخ رقم کردی سابق ہیڈ کوچ نے کہا 'انوشکا ہمیشہ سے ہی ویرات کی سب سے بڑی سپورٹر رہی ہے'۔ واضح رہے کہ حال ہی میں پرتھ ٹیسٹ میں ویرات کوہلی نے آسٹریلیا کے خلاف زبردست سنچری اسکور کرکے پروفیشنل کرکٹ میں سنچریوں کی سنچری بنائی ہے۔,sports
142,دورہ زمبابوے؛ شاہنواز دھانی، احمد دانیال انجرڈ ہوکر سیریز سے باہر,https://www.express.pk/story/2735105/shahnawaz-dhani-ahmed-daniyal-have-been-ruled-out-zimbabwe-tour/,فاسٹ بولر احمد دانیال اور شاہنواز دھانی انجری کے باعث زمبابوے کیخلاف جاری ون ڈے سیریز سے باہر ہوگئے ہیں۔ پاکستان کرکٹ بورڈ (پی سی بی) کی جانب سے جاری کردہ اعلامیے میں کہا گیا ہے کہ احمد دانیال کو ہمسٹرنگ انجری کا سامنا کرنا پڑا ہے جبکہ شاہنواز دھانی اتوار کے ٹریننگ سیشن کے دوران بائیں ٹخنے میں چوٹ لگنے سے زخمی ہوگئے۔ دونوں کرکٹرز کے ابتدائی اسکین اور طبی معائنے کے بعد انجریز کی نوعیت کا اندازہ ہوسکے گا تاہم انہیں واپس پاکستان بھیجا جارہا ہے۔ فاسٹ بولرز وطن واپسی پر نیشنل کرکٹ اکیڈمی میں رپورٹ کریں گے، جہاں انہیں ری ہیب کروایا جائے گا۔ مزید پڑھیں:صائم ایوب کی تیز رفتار سینچری، پاکستان کی زمبابوے کو 10 وکٹوں سے شکست دونوں کرکٹرز کی جگہ عباس آفریدی اور جہانداد خان کو اسکواڈ میں شامل کیا گیا ہے جو بلاوئیو میں سیریز کے فیصلہ کن میچ کیلئے سلیکشن ٹیم کو دستیاب ہوں گے۔ دریں اثنا 3 میچوں کی ٹی20 سیریز میں احمد دانیال کی جگہ عامر جمال کو شامل کیا گیا ہے۔ پاکستان ٹی20 اسکواڈ:سلمان علی آغا (کپتان)، عامر جمال، عرفات منہاس، حارث رؤف، حسیب اللہ خان، جہانداد خان، محمد عباس آفریدی، محمد حسنین، محمد عرفان خان، عمیر بن یوسف، قاسم اکرم، صاحبزادہ فرحان، سفیان مقیم، طیب طاہر اور عثمان خان۔,sports
143,"""دنیا کی مہنگی ترین کرکٹ لیگ نہیں کروا رہے""",https://www.express.pk/story/2735098/worlds-most-expensive-cricket-league-is-not-being-conducted/,سعودی عرب نے انڈین پریمئیر لیگ (آئی پی ایل) کی طرز پر دنیا کی مہنگی ترین کرکٹ لیگ منعقد کرنے کی اطلاعات کو رد کردیا۔ میڈیا رپورٹس کے مطابق سعودی عرب میں گزشتہ دنوں انڈین پریمئیر لیگ (آئی پی ایل) کے ڈرافٹس کی تقریب منعقد ہوئی جس میں دنیا کے مہنگے ترین کھلاڑیوں کو کروڑوں روپوں میں خریدا اور اپنے اسکواڈ کا حصہ بنایا تاہم اِن میں کوئی پاکستانی کھلاڑی شامل نہیں تھا۔ رپورٹس میں کہا گیا ہے کہ بھارت کے تعاون سے آئی پی ایل کی طرز پر اپنے ملک میں لیگ منعقد کرنے کی منصوبہ بندی کررہے ہیں تاہم مہنگی ترین کرکٹ لیگ کروانے کی خبروں میں کوئی سچائی نہیں۔ مزید پڑھیں:آئی پی ایل؛ 13 سالہ کرکٹر کو فرنچائز نے خرید کر کروڑ پتی بنادیا سعودی عریبیئن کرکٹ فیڈریشن کے چیئرمین شہزادہ سعود بن مشال نے جدہ میں آئی پی ایل نیلامی کے موقع پر کہا کہ ملک میں کرکٹ کے کھیل سے دلچسپی بڑھ رہی ہے، جلد فرنچائزز کیساتھ مل کر ٹورنامنٹ تشکیل دینے کی کوشش کریں گے۔ مزید پڑھیں:جدہ میں آئی پی ایل کی بولیاں، کون کتنے میں فروخت ہوا؟ خیال رہے کہ گزشتہ برس اپریل میں خبریں سامنے آئیں تھی کہ سعودی عرب نے دنیا کی مہنگی ترین کرکٹ ٹی20 لیگ کا منصوبہ تیار کرلیا ہے اور جلد باقاعدہ آغاز کیا جائے گا۔,sports
144,چیمپئینز ٹرافی؛ بھارت ٹورنامنٹ منتقل کروانے کیلئے ہر حد تک گرنے کو تیار,https://www.express.pk/story/2735091/india-ready-to-cross-any-limits-to-move-champions-trophy-from-pakistan/,بھارت میڈیا چیمپئینز ٹرافی کو پاکستان سے منتقل کروانے اور ہائبرڈ ماڈل پر لانے کیلئے ہر حد تک جانے کو تیار ہوگیا۔ انڈین کرکٹ بورڈ (بی سی سی آئی) اپنے میڈیا کے ذریعے پاکستان سے چیمپئینز ٹرافی چھیننے اور ملک میں سیکیورٹی کے بہانے کو صحیح ثابت کرنے کیلئے دارالحکومت اسلام آباد میں جاری مظاہروں کا جواز پیش کرنے لگا۔ بھارت کی اپنی ریاستوں ناگا لینڈ اور میزو رام میں علیحدگی پسند تحریکوں اور اُتر پردیش میں مسلمان مخالف اقدامات کے باعث فسادات سے انٹرنیشنل میڈیا کی نظر ہٹانے کیلئے پاکستان میں سیاسی احتجاج کو چیمپئینز ٹرافی کی میزبانی سے جوڑ کر ٹیموں کیلئے خطرہ بتارہا ہے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ پاکستان کو کس قسم کا ہائبرڈ ماڈل پیش کیا جائے گا؟ بھارتی میڈیا نے اپنی رپورٹ میں کہا کہ پاکستان میں ٹورنامنٹ کی حتمی تیاریوں کا جائزہ لینے کیلئے آئی سی سی کا وفد دورہ کرے گا تاہم سیاسی جماعت کے احتجاج کی وجہ سے دورہ ملتوی ہوسکتا ہے جبکہ انٹرنیشنل کرکٹ کونسل کی جانب سے سے ایسی کوئی بات نہیں کی گئی، البتہ میڈیا پروپیگنڈا پھیلارہا ہے۔ مزید پڑھیں:چیمپئنز ٹرافی کی قسمت کا فیصلہ جمعہ کو ہوگا آئی سی سی کے وفد کے دورہ پاکستان کی تاریخوں کا اعلان بھی نہیں ہوا جبکہ دونوں کے درمیان اس حوالے سے کوئی باضابطہ بات چیت بھی نہیں کی گئی ہے۔,sports
145,چیمپئینز ٹرافی؛ پاکستان کو کس قسم کا ہائبرڈ ماڈل پیش کیا جائے گا؟,https://www.express.pk/story/2735089/champions-trophy-what-kind-of-hybrid-model-will-be-presented-to-pakistan/,انٹرنیشنل کرکٹ کونسل (آئی سی سی) کی جانب سے بورڈ آف ڈائریکٹرز کے اجلاس میں پاکستان کو ہائبرڈ ماڈل پر قائل کرنے کی پوری کوشش کی جائے گی۔ کرک بز کی رپورٹ کے مطابق ممکنہ شیڈول کے تحت 19 فروری سے 9 مارچ تک ایونٹ میں 15 مقابلے رکھے گئے ہیں، جس میں 10 مقابلے اور ایک سیمی فائنل میں پاکستان کروانے کی تجویز ہے جبکہ دوسرے سیمی فائنل اور فائنل سمیت 5 میچز متحدہ عرب امارات (یو اے ای) منتقل کرنے کی تجویز زیر غور ہے۔ اگر پاکستان ہائبرڈ ماڈل مانتا ہے (جسکی امید کم ہے)، تو براڈ کاسٹرز کو سنگین آپریشنل اور لاجسٹک چیلنجز کا سامنا کرنا پڑے گا۔ ادھر پی سی بی کو ہائبرڈ پر ماننے کی صورت میں رعایت اور اضافی رقم بھی دی جاسکتی ہے۔ مزید پڑھیں:چیمپئنز ٹرافی کی قسمت کا فیصلہ جمعہ کو ہوگا رپورٹس میں کہا گیا ہے کہ ایک سیمی فائنل اور فائنل کیلئے وینیو، ہوٹل اور سفری انتظامات کیلئے بکنگ بھی کروانا ہوگی۔ انٹرنیشنل کرکٹ کونسل (آئی سی سی) اب بھی بھارت کے میچز کہاں کروائے جائیں اس حوالے سے حتمی فیصلہ نہیں کرسکا ہے جبکہ جنوبی افریقہ کا نام بھی میزبانی کیلئے زیر غور ہے تاہم جنوبی افریقی بورڈ اس حوالے سے واضح انکار کرچکا ہے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ پی سی بی نے ہائبرڈ ماڈل، بھاری معاوضے کی پیشکش کو ٹھکرادیا اجلاس میں فیصلہ اگر ووٹنگ کی بنیاد پر ہوتا ہے کہ میچز ہائبرڈ ماڈل کے تحت کروائے جائیں تو یہ پہلی بار ہوگا ایونٹ کے میزبان سے محض ایک ٹیم کے شرکت نہ کرنے پر ٹورنامنٹ کو کہیں اور منتقل کیا گیا ہو، ماضی میں ایسی کوئی مثال نہیں ہے۔ بورڈ آف ڈائریکٹرز کی میٹنگ میں شریک بورڈ ارکان سمیت 14 اراکین ووٹ کاسٹ کرسکیں گے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ ہائبرڈ پر مان جاؤ! مالی فوائد کی پیشکش اس فیصلے کے بعد پاکستان ممکنہ طور پر بھارت میں منعقد ہونے والے ٹورنامنٹس سے دستبردار ہوسکتا ہے، جس میں اگلے سال ویمنز ورلڈکپ اور مینز ایشیاکپ کے علاوہ 2026 میں ٹی20 ورلڈکپ بھی شامل ہے۔,sports
146,پرتھ ٹیسٹ بمرا کا سامنا نہ کرنے پر عثمان خواجہ تنقید کی زد میں,https://www.express.pk/story/2735084/usman-khawaja-under-fire-for-not-facing-bumrah-in-perth-test/,"آسٹریلوی اوپنر عثمان خواجہ بھارت کے فاسٹ بولر جسپریت بمرا کا سامنا نہ کرنے پر تنقید کی زد میں آگئے۔ پرتھ میں کھیلے گئے پہلے ٹیسٹ کی دوسری اننگز میں عثمان خواجہ نے جسپریت بمرا کا سامنا کرنے کیلیے نئے بیٹر ناتھن میک سوینی کو اسٹرائیک پر بھیج دیا تھا، جس پر سابق کرکٹرز روی شاستری اور مائیکل وان نے انھیں شدید تنقید کا نشانہ بنایا۔ سابق انگلش کمنٹیٹر مائیکل وان کا کہنا تھا کہ بطور سینئر پلئیر'' میں عثمان خواجہ کو نئے کھلاڑی سے یہ کہتے سننا پسند کرتا کہ پہلے مجھے اسٹرائیک لینے دو""۔ مزید پڑھیں:ڈریسنگ روم کا کارپٹ کیوں خراب کیا؟ اب جرمانہ ہوگا سابق اوپنر ڈیوڈ وارنر نے کہا کہ ""ہوسکتا ہے عثمان نے سوینی سے پوچھا ہو اور انھوں نے خود ہی پہلے اسٹرائیک لینے کی خواہش ظاہر کردی ہو""۔ مزید پڑھیں:نسیم شاہ جسپریت بمراہ سے بہتر بالر قرار بھارتی کمنٹیٹر روی شاستری نے کہا کہ "" نئے کھلاڑی سے پوچھنا ہی نہیں چاہیے تھا، یہ ٹیم مینجمنٹ اور کپتان کی ذمہ داری ہے کہ وہ تعین کریں کون پہلے اسٹرائیک لے گا، عثمان کو پہلے سامنا کرنا چاہیے تھا""۔",sports
147,فیفا کی ہدایت پر پاکستان فٹبال فیڈریشن کے انتخابی عمل کا سلسلہ جاری,https://www.express.pk/story/2735023/fifa-pff-election-process/,فٹبال کی عالمی تنظیم فیفا کی ہدایت پر پاکستان فٹبال فیڈریشن کے انتخابی عمل کا سلسلہ جاری ہے۔ طاہر حسین کو سندھ فٹبال ایسوسی ایشن کا جنرل سیکرٹری نامزد کردیا گیا۔ ڈسٹرکٹ ملیر کے صدر کی اس عہدے پر نامزدگی کا صوبائی صدر حاجی اعظم خان نے نوٹیفکیشن جاری کردیا۔ طاہر حسین ڈسٹرکٹ ملیر کی قدیم ٹیم ملیر نیشنل سے بحیثیت گول کیپر کھیلتے رہے۔,sports
148,سری لنکا کی اے کرکٹ ٹیم کے اسلام آباد کی صورت حال پر تحفظات، سیریز ملتوی ہونے کا امکان,https://www.express.pk/story/2735008/srilanka-a-team-show-concern-islamabad-situation/,پاکستان میں موجود سری لنکا کی اے کرکٹ ٹیم نے اسلام آباد کی صورت حال پر خدشات کا اظہار کردیا جس کے بعد دونوں ٹیموں کے درمیان سیریز ملتوی ہونے کا امکان بڑھ گیا ہے۔ ایکسپریس نیوز کے مطابق اسلام آباد کی صورت حال کی وجہ سے پاکستان شاہینز اور سری لنکا اے کی ٹیموں کے درمیان جاری ون ڈے سیریز ملتوی ہونے کا امکان ہے۔ دونوں ممالک کے درمیان سیریز کا دوسرا میچ بدھ کو اسلام آباد میں شیڈول ہے۔ گزشتہ روز پہلا میچ میزبان ٹیم نے 108 رنز سے جیت لیا تھا جبکہ تیسرا اور آخری میچ 29 نومبر کو اسی مقام پر طے ہے۔ وفاقی دالحکومت کی صورتحال کے بعد مہمان ٹیم نے خدشات کا اظہار کیا جس کے بعد دونوں ممالک کے درمیان معاملے پر گفت و شنید ہوئی بھی ہوئی ہے۔ ذرائع کے مطابق دونوں ٹیموں کے بورڈ حتمی فیصلے کا اعلان کریں گے۔,sports
149,چیمپئنز ٹرافی کی قسمت کا فیصلہ جمعہ کو ہوگا,https://www.express.pk/story/2734984/icc-call-board-meeting-on-champions-trophy-2025-future/,چیمپئینزٹرافی کی میزبانی کیلئے پاکستان کی قسمت کا فیصلہ جمعے کو ہوگا، آئی سی سی نے بورڈ میٹنگ طلب کرلی۔ رپورٹس کے مطابق پاکستان ہائبرڈ ماڈل پر نہ مانا تو ووٹنگ کے ذریعے میزبانی چھیننے کی کوشش ہوگی جبکہ ڈالرز کے ذریعے موقف سے پیچھے ہٹنے کا پلان بھی سامنے آچکا۔ پاکستان کرکٹ بورڈ (پی سی بی) ذرائع کا کہنا ہے کہ میزبانی میں کسی دوسرے ملک کو شریک کریں گے نہ ہی اضافی رقم لینے کی پیشکش قبول کریں گے، ہم مکمل ایونٹ کا انعقاد اپنے ملک میں ہی کرنا چاہتے ہیں۔ قبل ازیں بھارتی بورڈ نے اپنے میڈیا کے ذریعے پاکستان کو چیمپئینز ٹرافی کی میزبانی کے معاملے پر پیسوں کا رعب دکھاتے ہوئے ہائبرڈ ماڈل اپنانے کی صورت میں بھاری معاوضے کی پیشکش کی تھی، جس کو پاکستان کرکٹ بورڈ نے ٹھکرادیا تھا۔ مزید پڑھیں:چیمپئینز ٹرافی؛ ہائبرڈ پر مان جاؤ! مالی فوائد کی پیشکش ایونٹ کا میزبان پاکستان ہے لیکن بھارتی حکومت اور بورڈ کے ٹیم بھیجنے سے انکار نے آئی سی سی کو پریشانی میں مبتلا کردیا ہے، ادھر براڈ کاسٹرز کی جانب سے شیڈول کیلئے دی گئی ڈیڈ لائن بھی گزر چکی ہے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ پی سی بی نے ہائبرڈ ماڈل، بھاری معاوضے کی پیشکش کو ٹھکرادیا دوسری جانب بھارتی بورڈ تمام میچز دبئی میں کروانے پر بضد ہے، رپورٹ کے مطابق جمعہ کو ایگزیکٹیو بورڈ کے ورچوئل اجلاس میں یہ معاملہ واضح ہونے کی توقع ہے۔,sports
150,دی ہنڈریڈ؛ پیسوں کیلئے انگلش بورڈ 6 فرنچائزز کی فروخت کا منصوبہ بنالیا,https://www.express.pk/story/2734959/the-hundred-ecb-plans-to-sell-6-franchises-for-money/,انگلش کرکٹ بورڈ (ای سی بی) نے اگلے سال 'دی ہنڈریڈ' لیگ کی 6 فرنچائزز کو فروخت کرنے کا ارادہ رکھتا ہے جس کا مقصد 600 ملین یورو (یعنی ایک کھرب 74 ارب 64 کروڑ سے زائد) کمانا چاہتا ہے۔ انڈین پریمئیر لیگ (آئی پی ایل) کے فرنچائزز نے ٹی10 لیگ، جنوبی افریقی کی ٹی20 لیگ سمیت کئی لیگز میں فرنچائزز خرید رکھی ہیں جس میں وہ پاکستانی کھلاڑیوں کیساتھ تعصب رکھتے جسکا ماضی میں کئی مرتبہ دیکھا گیا ہے۔ تاہم پاکستانی کرکٹرز کے حوالے سے انگلش کرکٹ بورڈ (ای سی بی) پرعزم ہے کہ فرنچائزز کے خریداروں کو امتیازی سلوک سے روکنے کی کوشش کی جائے گی تاکہ کرکٹرز کو لیگ کا حصہ برقرار رکھا جاسکے۔ مزید پڑھیں:جدہ میں آئی پی ایل کی بولیاں، کون کتنے میں فروخت ہوا؟ خیال رہے کہ ماضی میں حارث رؤف، اسامہ میر، شاہین شاہ آفریدی، اور عماد وسیم جیسے نامور کرکٹرز دی ہنڈریڈ لیگ کا حصہ رہے ہیں۔ مزید پڑھیں:آئی پی ایل؛ 13 سالہ کرکٹر کو فرنچائز نے خرید کر کروڑ پتی بنادیا دوسری جان پاکستان اور بھارت کے درمیان سیاسی تناؤ کی وجہ سے انڈین پریمئیر لیگ (آئی پی ایل) میں پاکستانی کھلاڑی پہلے ایڈیشن کے بعد سے حصہ نہیں لے سکے ہیں جبکہ دیگر فرنچائزز میں شریک بھارتی ٹیمیں پاکستانی پلیئرز کو خریدنے سے ہچکچاہٹ کا شکار رہتی ہیں۔,sports
151,چیمپئینز ٹرافی؛ پی سی بی نے ہائبرڈ ماڈل، بھاری معاوضے کی پیشکش کو ٹھکرادیا,https://www.express.pk/story/2734949/champions-trophy-pcb-rejects-once-again-bcci-offer-of-hybrid-model-and-financial-benefits/,پاکستان کرکٹ بورڈ (پی سی بی) نے ایک مرتبہ پھر ہائبرڈ ماڈل اپنانے اور بھاری معاوضے کی پیشکش کو ٹھکرادیا۔ ذرائع کا کہنا ہے کہ پاکستان اب بھی ہائبرڈ ماڈل تسلیم نہ کرنے کے موقف پر قائم ہے جبکہ کئی دن گزرنے کے باوجود انٹرنیشنل کرکٹ کونسل (آئی سی سی) نے پی سی بی کے خط کا تحریری جواب نہیں دیا ہے۔ گزشتہ روز بھارتی بورڈ نے اپنے میڈیا کے ذریعے پاکستان کو چیمپئینز ٹرافی کی میزبانی کے معاملے پر پیسوں کا رعب دکھاتے ہوئے ہائبرڈ ماڈل اپنانے کی صورت میں بھاری معاوضے کی پیشکش کی تھی، جس کو پاکستان کرکٹ بورڈ نے ٹھکرادیا ہے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ ہائبرڈ پر مان جاؤ! مالی فوائد کی پیشکش رپورٹس میں کہا گیا تھا کہ انٹرنیشنل کرکٹ کونسل (آئی سی سی) کے ذریعے بھارتی بورڈ نے پاکستان کرکٹ بورڈ (پی سی بی) کو مالی فوائد کی پیشکش کرتے ہوئے بھارت کے میچز متحدہ عرب امارات (یو اے ای) میں منتقل کروانے پر زور دیا تھا۔ تاہم پاکستان کرکٹ بورڈ (پی سی بی) ہائبرڈ ماڈل کے تحت میزبانی سے گریزاں ہے اور اصرار کیا جارہا ہے کہ بھارت کا گروپ میچ اور فائنل لاہور میں ہی ہونا چاہیے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ پیسہ جیتے گا یا فیصلہ پاکستان کے حق میں ہوگا؟ ایونٹ کا میزبان پاکستان ہے لیکن بھارتی حکومت اور بورڈ کے ٹیم بھیجنے سے انکار نے آئی سی سی کو پریشانی میں مبتلا کردیا ہے، ادھر براڈ کاسٹرز کی جانب سے شیڈول کیلئے دی گئی ڈیڈ لائن بھی گزر چکی ہے۔ دوسری جانب بھارتی بورڈ تمام میچز دبئی میں کروانے پر بضد ہے، رپورٹ کے مطابق جمعہ کو ایگزیکٹیو بورڈ کے ورچوئل اجلاس میں یہ معاملہ واضح ہونے کی توقع ہے۔ مزید پڑھیں:چیمپئینز ٹرافی؛ ہنگامی اجلاس، کیا پاکستان کو ہی منایا جائے گا؟ خیال رہے کہ 1996 ورلڈ کپ کے بعد اس ایونٹ کی میزبانی پاکستان کو ملتی ہے یا نہیں اس کا حتمی جواب جمعہ کو مل سکتا ہے، تاہم خدشہ ظاہر کیا جارہا ہے کہ معاملہ ووٹنگ کے ذریعے حل ہوگا جس میں پاکستان پیچھے رہ سکتا ہے۔,sports
152,صائم ایوب کی تیز رفتار سینچری، پاکستان کی زمبابوے کو 10 وکٹوں سے شکست,https://www.express.pk/story/2734939/second-odi-zimbabwe-won-the-toss-and-eleted-to-bat-first-against-pakistan/,سیریز کے دوسرے ون ڈے میچ میں پاکستان نے زمبابوے کو 10 وکٹوں سے شکست دے دی۔ بلاوائیو میں کھیلے گئے میچ میں پاکستان نے 146 رنز کا ہدف  18.1 اوورز میں بغیر کسی نقصان کے حاصل کرلیا۔ صائم ایوب نے دھواں دھار بیٹنگ کرتے ہوئے 113 رنز بنائے اور شاہد آفریدی کے بعد تیز ترین سنچری بنانے والے بلے باز بن گئے، عبداللہ شفیق 32 رنز کے ساتھ ناٹ آؤٹ رہے۔ اس سے قبل زمبابوے کی پوری ٹیم محض 32.3 اوورز میں 145 بناکر آل آؤٹ ہوگئی تھی۔ پہلے بیٹنگ کرتے ہوئے زمبابوے کا اچھا نہ تھا اوپنر جویلورڈ گمبی 5 جبکہ تادیوانشے مارومانی 4 رنز بناکر پویلین لوٹے۔ تیسری وکٹ کیلئے 38 رنز کی پارٹنرشپ قائم ہوئی تاہم ڈیون مائرز 33 اور کپتان کریگ ایروائن 18 بناکر پویلین لوٹ گئے، بعدازاں کوئی بھی بیٹر پاکستانی بالرز کا مقابلہ نہ کرسکا۔ سکندر رضا 17، شان ولیمز 31، برائن بینیٹ 14، بلیسنگ مزاربانی 11، برینڈن ماوتا 3 اور رچرڈ نگروا 2 رنز بناکر وکٹ گنوا بیٹھے۔ پاکستان کی جانب سے ابرار احمد نے 4 جبکہ آغا سلمان نے 3 اور صائم ایوب، فیصل اکرم نے ایک ایک وکٹ حاصل کی۔ قبل ازیں زمبابوے کے کپتان کریگ ایروائن نے کہا کہ کوشش ہوگی اس میچ میں کامیابی حاصل کرکے پاکستان کیخلاف پہلی بار سیریز جیتیں، یہ ہماری کرکٹ کیلئے تاریخی موقع ہوگا۔ اس موقع پر قومی ٹیم کے کپتان محمد رضوان نے ٹاس جیت کر پہلے بیٹنگ کرنے کا فیصلہ کیا، انہوں نے کہا کہ میچ میں فتح حاصل کرکے کامیابی یقینی بنانے کی کوشش کریں گے۔ انہوں نے کہا کہ ٹیم میں دو تبدیلیاں کی گئی ہیں اسپنر ابرار احمد اور طیب طاہر کا ڈیبیو ہوگا جبکہ محمد حسنین اور حسیب اللہ کو ڈراپ کیا گیا ہے۔ زمبابوے کا اسکواڈ؛ کپتان کریگ ایروائن، برائن بینیٹ، جویلورڈ گمبی، ٹریور گوانڈو، توانداناشے مارومانی، برینڈن ماوتا، بلیسنگ مزاربانی، رچرڈ نگروا، ڈیون مائرز، سکندر رضا، شان ولیمز پاکستان کا اسکوڈ؛ کپتان محمد رضوان، صائم ایوب، عبداللہ شفیق، کامران غلام، طیب طاہر، سلمان علی آغا، محمد عرفان خان، عامر جمال، ابرار احمد، حارث رؤف اور فیصل اکرم,sports
153,انگلینڈ، نیوزی لینڈ سیریز؛ ٹرافی کو کرو-تھارپ ٹرافی کا نام مل گیا,https://www.express.pk/story/2734938/new-zealand-and-england-to-compete-for-crowe-thorpe-trophy/,انگلینڈ اور نیوزی لینڈ کے درمیان ہونیوالی سیریز کو کرو-تھارپ ٹرافی کا نام دیدیا گیا۔ دونوں ٹیموں کے درمیان 3 ٹیسٹ میچز کی سیریز کا آغاز 28 نومبر سے کرائسٹ چرچ میں ہوگا جب کہ دوسرا ٹیسٹ 6 دسمبر اور تیسرا ٹیسٹ 14 دسمبر سے شروع ہوگا۔ تاہم سیریز کی ٹرافی کو انگلینڈ کے گراہم تھارپ اور نیوزی لینڈ کے مارٹن کرو کے نام سے منسوب کیا گیا، دونوں کرکٹرز ماضی میں اپنی اپنی ٹیم کی فتوحات میں اہم کردار ادا کرتے رہے ہیں۔ اس ٹرافی کو دونوں آنجہانی کرکٹرز کے بیٹ کی لکڑی سے بنایا گیا ہے۔ ٹرافی میں تھارپ کے نیوزی لینڈ کے خلاف اور مارٹن کرو کے انگلینڈ کے خلاف سنچری بنانے والے بیٹ استعمال ہوئے ہیں  جبکہ دونوں کھلاڑیوں کی فیملی نے ٹرافی بنانے کیلئے بیٹ کا عطیہ دیا تھا۔ واضح رہے کہ دونوں کھلاڑی اپنے عہد کے بہترین بیٹرز میں شمار ہوا کرتے تھے، گراہم تھارپ اس سال اور مارٹن کرو 2016 میں انتقال کرگئے تھے۔ یہ پہلی بار نہیں ہوا کہ ٹرافی کو دو عظیم کرکٹرز کے نام سے منسوب کیا گیا ہو اس سے قبل بھارت آسٹریلیا کے درمیان سیریز کو بارڈر گواسکر ٹرافی کے نام پر رکھا جاچکا ہے۔,sports
